"","Acct","Permit_Type","PermitDate","Mapsco","Permit_Date","Count_Permits","Days_Since_Permit"
"248","00644500000010000","Building (BU) Commercial  Alteration","2018/04/24 00:00:00","13-Y",2018-04-24,1,1075
"249","00000602016500000","Building (BU) Commercial  Alteration","2018/04/16 00:00:00","22-M",2018-04-16,2,1083
"250","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"251","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"252","00000789436000000","Building (BU) Commercial  Alteration","2018/04/24 00:00:00","28-J",2018-04-24,3,1075
"253","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"254","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"255","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"256","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"257","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"258","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"259","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"260","00792400000010000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","33-V",2018-05-01,10,1068
"261","00000208888000000","Building (BU) Commercial  Alteration","2018/05/04 00:00:00","34-Z",2018-05-04,1,1065
"262","00000601993000000","Building (BU) Commercial  Alteration","2018/07/18 00:00:00","22-M",2018-07-18,2,990
"263","00000249214000000","Building (BU) Commercial  Alteration","2018/05/04 00:00:00","45-W",2018-05-04,1,1065
"264","00000249169000000","Building (BU) Commercial  Alteration","2018/05/04 00:00:00","45-W",2018-05-04,1,1065
"265","00000779308000000","Building (BU) Commercial  Alteration","2018/05/21 00:00:00","33-S,33-W",2018-05-21,2,1048
"266","0072140A000000000","Building (BU) Commercial  Alteration","2018/05/14 00:00:00","43-S",2018-05-14,1,1055
"267","00000787139850000","Building (BU) Commercial  Alteration","2018/05/17 00:00:00","27-D,28-A",2018-05-17,1,1052
"268","00000765967000000","Building (BU) Commercial  Alteration","2018/05/17 00:00:00","33-Y",2018-05-17,1,1052
"269","00000745192000000","Building (BU) Commercial  Alteration","2018/05/16 00:00:00","26-C,26-D",2018-05-16,1,1053
"270","00000130927000000","Building (BU) Commercial  Alteration","2018/05/31 00:00:00","46-N",2018-05-31,1,1038
"271","00000174964000000","Building (BU) Commercial  Alteration","2018/06/06 00:00:00","46-Y",2018-06-06,1,1032
"272","00000174871000000","Building (BU) Commercial  Alteration","2018/06/06 00:00:00","46-Y",2018-06-06,1,1032
"273","007736000301A0000","Building (BU) Commercial  Alteration","2018/05/14 00:00:00","16-X",2018-05-14,1,1055
"274","007919000B01D0000","Building (BU) Commercial  Alteration","2018/07/05 00:00:00","33-V,34-S",2018-07-05,2,1003
"275","00000597025000000","Building (BU) Commercial  Alteration","2018/06/28 00:00:00","23-T",2018-06-28,1,1010
"276","00000561526000000","Building (BU) Commercial  Alteration","2018/08/10 00:00:00","58-L",2018-08-10,1,967
"277","00000237364000000","Building (BU) Commercial  Alteration","2018/07/12 00:00:00","36-K",2018-07-12,1,996
"278","00000779395000000","Building (BU) Commercial  Alteration","2018/07/24 00:00:00","32-V",2018-07-24,1,984
"279","00000779398000000","Building (BU) Commercial  Alteration","2018/07/24 00:00:00","32-V",2018-07-24,1,984
"280","00000725308000000","Building (BU) Commercial  Alteration","2018/07/24 00:00:00","48-B,48-C",2018-07-24,1,984
"281","00000725309000000","Building (BU) Commercial  Alteration","2018/07/24 00:00:00","48-B,48-C",2018-07-24,1,984
"282","00000366985000000","Building (BU) Commercial  Alteration","2018/07/27 00:00:00","26-T,26-U",2018-07-27,1,981
"283","007206000A0040000","Building (BU) Commercial  Alteration","2018/07/23 00:00:00","42-Y,42-Z",2018-07-23,2,985
"284","007206000A0040000","Building (BU) Commercial  Alteration","2018/07/23 00:00:00","42-Y,42-Z",2018-07-23,2,985
"285","00000152293000000","Building (BU) Commercial  Alteration","2018/07/12 00:00:00","46-L",2018-07-12,1,996
"286","00000152290000000","Building (BU) Commercial  Alteration","2018/07/12 00:00:00","46-L",2018-07-12,1,996
"287","00000152287000000","Building (BU) Commercial  Alteration","2018/07/12 00:00:00","46-L",2018-07-12,1,996
"288","00000601952700000","Building (BU) Commercial  Alteration","2018/08/15 00:00:00","22-R",2018-08-15,1,962
"289","007420000A0030000","Building (BU) Commercial  Alteration","2018/07/09 00:00:00","15-L,15-Q",2018-07-09,2,999
"290","00000121798000000","Building (BU) Commercial  Alteration","2018/08/08 00:00:00","36-W",2018-08-08,1,969
"291","00000222064000000","Building (BU) Commercial  Alteration","2018/08/24 00:00:00","56-G",2018-08-24,2,953
"292","00000221782000000","Building (BU) Commercial  Alteration","2018/08/24 00:00:00","56-G",2018-08-24,2,953
"293","00000221779000000","Building (BU) Commercial  Alteration","2018/08/24 00:00:00","56-G",2018-08-24,2,953
"294","00000766301400000","Building (BU) Commercial  Alteration","2018/08/01 00:00:00","32-Y",2018-08-01,1,976
"295","0075440B0001E0000","Building (BU) Commercial  Alteration","2018/08/23 00:00:00","73-A",2018-08-23,2,954
"296","0075440B0001F0000","Building (BU) Commercial  Alteration","2018/08/23 00:00:00","73-A",2018-08-23,2,954
"297","00000182845000000","Building (BU) Commercial  Alteration","2018/08/08 00:00:00","36-X",2018-08-08,1,969
"298","00041600020010000","Building (BU) Commercial  Alteration","2018/09/05 00:00:00","45-N,45-P,45-S,45-T",2018-09-05,1,941
"299","00782400020310000","Building (BU) Commercial  Alteration","2018/08/17 00:00:00","69-B",2018-08-17,1,960
"300","0080730A000070100","Building (BU) Commercial  Alteration","2018/09/12 00:00:00","17-Z,18-W,28-A",2018-09-12,7,934
"301","0080730A000070100","Building (BU) Commercial  Alteration","2018/09/12 00:00:00","17-Z,18-W,28-A",2018-09-12,7,934
"302","0080730A000070100","Building (BU) Commercial  Alteration","2018/09/12 00:00:00","17-Z,18-W,28-A",2018-09-12,7,934
"303","007558000B0020000","Building (BU) Commercial  Alteration","2018/09/20 00:00:00","73-H,73-M",2018-09-20,1,926
"304","0080730A000070100","Building (BU) Commercial  Alteration","2018/09/12 00:00:00","17-Z,18-W,28-A",2018-09-12,7,934
"305","00000787139200000","Building (BU) Commercial  Alteration","2018/09/12 00:00:00","17-Z,18-W,28-A",2018-09-12,3,934
"306","005571000122E0000","Building (BU) Commercial  Alteration","2018/07/09 00:00:00","24-T,24-X",2018-07-09,4,999
"307","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"308","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"309","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"310","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"311","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"312","00000778855500000","Building (BU) Commercial  Alteration","2018/09/24 00:00:00","33-S",2018-09-24,1,922
"313","00000778843000000","Building (BU) Commercial  Alteration","2018/09/24 00:00:00","33-S",2018-09-24,1,922
"314","00000750790000000","Building (BU) Commercial  Alteration","2018/09/11 00:00:00","73-D",2018-09-11,6,935
"315","00000779170000000","Building (BU) Commercial  Alteration","2018/09/27 00:00:00","33-S",2018-09-27,1,919
"316","00000664153000000","Building (BU) Commercial  Alteration","2018/10/02 00:00:00","37-Z,38-W",2018-10-02,1,914
"317","00000101992000000","Building (BU) Commercial  Alteration","2018/10/05 00:00:00","45-L",2018-10-05,3,911
"318","00000256330000000","Building (BU) Commercial  Alteration","2018/09/18 00:00:00","54-G",2018-09-18,1,928
"319","00000256315000000","Building (BU) Commercial  Alteration","2018/09/18 00:00:00","54-G",2018-09-18,1,928
"320","00000645457000000","Building (BU) Commercial  Alteration","2018/10/09 00:00:00","65-P",2018-10-09,2,907
"321","00000129451000100","Building (BU) Commercial  Alteration","2018/10/05 00:00:00","46-J",2018-10-05,1,911
"322","00DALAREARAPTT140","Building (BU) Commercial  Alteration","2018/10/05 00:00:00","46-J",2018-10-05,3,911
"323","00000779758000100","Building (BU) Commercial  Alteration","2018/11/09 00:00:00","33-J",2018-11-09,2,876
"324","008059000403E0000","Building (BU) Commercial  Alteration","2018/10/26 00:00:00","28-B,28-F",2018-10-26,1,890
"325","008059000403D0000","Building (BU) Commercial  Alteration","2018/10/26 00:00:00","28-B,28-F",2018-10-26,1,890
"326","00000778360000000","Building (BU) Commercial  Alteration","2018/09/26 00:00:00","33-R,33-V",2018-09-26,1,920
"327","00000775675000000","Building (BU) Commercial  Alteration","2018/10/24 00:00:00","44-C,44-D",2018-10-24,3,892
"328","00000775672000000","Building (BU) Commercial  Alteration","2018/10/24 00:00:00","44-C,44-D",2018-10-24,1,892
"329","00000778984000000","Building (BU) Commercial  Alteration","2018/10/23 00:00:00","33-S",2018-10-23,1,893
"330","00000576996300000","Building (BU) Commercial  Alteration","2018/10/10 00:00:00","14-Z,15-W",2018-10-10,1,906
"331","00000474025000000","Building (BU) Commercial  Alteration","2018/10/30 00:00:00","64-C",2018-10-30,1,886
"332","00000140545000000","Building (BU) Commercial  Alteration","2018/10/12 00:00:00","45-T,45-U",2018-10-12,2,904
"333","00000245968000000","Building (BU) Commercial  Alteration","2018/11/28 00:00:00","36-R,37-N",2018-11-28,4,857
"334","00000129580000000","Building (BU) Commercial  Alteration","2018/11/02 00:00:00","46-N",2018-11-02,1,883
"335","0075440B0001D0000","Building (BU) Commercial  Alteration","2018/10/24 00:00:00","73-A",2018-10-24,1,892
"336","001353000001A0000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","46-T,46-U",2018-11-08,1,877
"337","00000150103000000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","46-T,46-U",2018-11-08,1,877
"338","00000150127000000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","46-T,46-U",2018-11-08,1,877
"339","00000366130000000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","36-E",2018-11-08,1,877
"340","00000366124000000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","36-E",2018-11-08,1,877
"341","00000258895000000","Building (BU) Commercial  Alteration","2018/10/25 00:00:00","54-F",2018-10-25,1,891
"342","00000128692000100","Building (BU) Commercial  Alteration","2018/11/05 00:00:00","46-J",2018-11-05,2,880
"343","00000128692000200","Building (BU) Commercial  Alteration","2018/11/05 00:00:00","46-J",2018-11-05,2,880
"344","004023000A05A0000","Building (BU) Commercial  Alteration","2018/11/08 00:00:00","54-V",2018-11-08,1,877
"345","0058020B000020000","Building (BU) Commercial  Alteration","2018/10/03 00:00:00","47-L",2018-10-03,1,913
"346","00000820475540000","Building (BU) Commercial  Alteration","2018/11/14 00:00:00","5-U",2018-11-14,1,871
"347","00000262801000000","Building (BU) Commercial  Alteration","2018/11/14 00:00:00","54-E",2018-11-14,1,871
"348","000070000A01A0000","Building (BU) Commercial  Alteration","2018/11/20 00:00:00","45-P",2018-11-20,2,865
"349","00000137521000000","Building (BU) Commercial  Alteration","2018/11/16 00:00:00","35-X,45-B",2018-11-16,8,869
"350","00000520828000000","Building (BU) Commercial  Alteration","2018/11/12 00:00:00","23-U,23-V,23-Z",2018-11-12,1,873
"351","00000101154000000","Building (BU) Commercial  Alteration","2018/11/27 00:00:00","45-P,45-Q",2018-11-27,3,858
"352","00000110455000000","Building (BU) Commercial  Alteration","2018/11/20 00:00:00","45-R",2018-11-20,4,865
"353","00000124072000000","Building (BU) Commercial  Alteration","2018/11/29 00:00:00","46-E",2018-11-29,1,856
"354","006383000708A0000","Building (BU) Commercial  Alteration","2018/11/14 00:00:00","15-X",2018-11-14,4,871
"355","006383000708B0000","Building (BU) Commercial  Alteration","2018/11/14 00:00:00","15-X",2018-11-14,1,871
"356","00000329299000000","Building (BU) Commercial  Alteration","2018/12/13 00:00:00","53-H",2018-12-13,1,842
"357","00000329296000000","Building (BU) Commercial  Alteration","2018/12/13 00:00:00","53-H",2018-12-13,1,842
"358","0008120C0001A0000","Building (BU) Commercial  Alteration","2018/12/05 00:00:00","46-K,46-L,46-P,46-Q,46-R,46-U",2018-12-05,59,850
"359","00000532633000000","Building (BU) Commercial  Alteration","2018/11/14 00:00:00","58-C",2018-11-14,1,871
"360","00000726658000000","Building (BU) Commercial  Alteration","2018/10/10 00:00:00","38-U",2018-10-10,1,906
"361","00000598429700000","Building (BU) Commercial  Alteration","2018/11/27 00:00:00","23-K",2018-11-27,2,858
"362","CONDO00C7656CONDB","Building (BU) Commercial  Finish Out","2018/01/10 00:00:00","45-F,45-K",2018-01-10,1,1179
"363","00000462827500000","Building (BU) Commercial  Alteration","2018/10/18 00:00:00","53-P,53-T",2018-10-18,1,898
"364","002367000E03A0000","Building (BU) Commercial  Finish Out","2018/08/24 00:00:00","34-N",2018-08-24,1,953
"365","00000118324000000","Building (BU) Commercial  Finish Out","2018/01/16 00:00:00","45-D",2018-01-16,2,1173
"366","00000118324000000","Building (BU) Commercial  Finish Out","2018/01/16 00:00:00","45-D",2018-01-16,2,1173
"367","00693200010040000","Building (BU) Commercial  Alteration","2018/11/28 00:00:00","63-W",2018-11-28,1,857
"368","008059000201B0000","Building (BU) Commercial  Finish Out","2018/04/17 00:00:00","28-E",2018-04-17,1,1082
"369","002367000E03C0000","Building (BU) Commercial  Finish Out","2018/04/27 00:00:00","34-N",2018-04-27,1,1072
"370","006194000A03A0000","Building (BU) Commercial  Finish Out","2018/02/02 00:00:00","48-Y",2018-02-02,1,1156
"371","00597900010040000","Building (BU) Commercial  Alteration","2018/12/24 00:00:00","54-Y,64-C",2018-12-24,1,831
"372","000369000C01B0000","Building (BU) Commercial  Finish Out","2018/03/09 00:00:00","45-E",2018-03-09,1,1121
"373","001620000C07A0000","Building (BU) Commercial  Finish Out","2018/03/19 00:00:00","35-R",2018-03-19,1,1111
"374","000927000B0020000","Building (BU) Commercial  Finish Out","2018/03/30 00:00:00","45-E",2018-03-30,2,1100
"375","00000100201000000","Building (BU) Commercial  Finish Out","2018/06/07 00:00:00","45-K",2018-06-07,1,1031
"376","000208000A0010000","Building (BU) Commercial  Finish Out","2018/06/07 00:00:00","45-K",2018-06-07,1,1031
"377","0022320A000010000","Building (BU) Commercial  Finish Out","2018/03/28 00:00:00","36-Y,36-Z",2018-03-28,1,1102
"378","00000207253000000","Building (BU) Commercial  Finish Out","2018/03/28 00:00:00","36-Y,36-Z",2018-03-28,1,1102
"379","00000634021000000","Building (BU) Commercial  Finish Out","2018/06/20 00:00:00","44-M",2018-06-20,2,1018
"380","008465000F0010000","Building (BU) Commercial  Finish Out","2018/07/12 00:00:00","11A-K,11A-N,11A-P",2018-07-12,6,996
"381","00000272183500000","Building (BU) Commercial  Finish Out","2018/06/07 00:00:00","53-H",2018-06-07,1,1031
"382","002367000E0010000","Building (BU) Commercial  Finish Out","2018/07/30 00:00:00","34-N",2018-07-30,47,978
"383","004689000A0010100","Building (BU) Commercial  Finish Out","2018/07/06 00:00:00","43-Z",2018-07-06,4,1002
"384","00000640504010500","Building (BU) Commercial  Finish Out","2018/09/05 00:00:00","66-P",2018-09-05,6,941
"385","005455000S0000A00","Building (BU) Commercial  Finish Out","2018/09/05 00:00:00","26-J,26-N,26-P",2018-09-05,5,941
"386","00000404733000200","Building (BU) Commercial  Finish Out","2018/09/05 00:00:00","26-J,26-N,26-P",2018-09-05,4,941
"387","00000404733000300","Building (BU) Commercial  Finish Out","2018/09/05 00:00:00","26-J,26-N,26-P",2018-09-05,5,941
"388","CONDO00C1650CONDO","Building (BU) Commercial  Finish Out","2018/09/19 00:00:00","5-P",2018-09-19,1,927
"389","006817000209B0000","Building (BU) Commercial  Finish Out","2018/11/12 00:00:00","44-U",2018-11-12,2,873
"390","00000810968200000","Building (BU) Commercial  Finish Out","2018/11/30 00:00:00","16-Z",2018-11-30,2,855
"391","00000257212000000","Building (BU) Commercial  Finish Out","2018/09/18 00:00:00","54-B",2018-09-18,1,928
"392","00000257209000000","Building (BU) Commercial  Finish Out","2018/09/18 00:00:00","54-B",2018-09-18,1,928
"393","000533000A0010100","Building (BU) Commercial  Finish Out","2018/10/09 00:00:00","45-F",2018-10-09,11,907
"394","000533000A0010000","Building (BU) Commercial  Finish Out","2018/10/09 00:00:00","45-F",2018-10-09,11,907
"395","00000404893750000","Building (BU) Commercial  Finish Out","2018/11/19 00:00:00","26-K,26-P",2018-11-19,13,866
"396","000533000A0010100","Building (BU) Commercial  Finish Out","2018/10/09 00:00:00","45-F",2018-10-09,11,907
"397","000533000A0010000","Building (BU) Commercial  Finish Out","2018/10/09 00:00:00","45-F",2018-10-09,11,907
"398","00000776029000000","Building (BU) Commercial  Finish Out","2018/12/04 00:00:00","44-B",2018-12-04,1,851
"399","007209000A0060000","Building (BU) Commercial  Finish Out","2018/11/27 00:00:00","42-Z,52-D",2018-11-27,5,858
